No,業種区分,施設名称,施設所在地,施設所在地,施設ビル名,施設TEL,開設者名,代表者肩書,代表者名,確認番号,確認年月日,前月新確認施設(確認年月日)
955,クリーニング工場,札幌白洋舎株式会社　琴似,北海道札幌市西区山の手６条１丁目３－３４,札幌市西区山の手６条１丁目３－３４,,011-631-2306,札幌白洋舎株式会社,代表取締役,黒澤浩信,札西保衛確認（ク）第22号,1973-09-04,
956,取次所,白洗舎クリーニング山の手７条店,北海道札幌市西区山の手７条６丁目１－１９,札幌市西区山の手７条６丁目１－１９,,011-616-8331,土方崇子,,,札保環確認（ク）第14号,2005-07-28,
957,取次所,山の手７条６丁目店,北海道札幌市西区山の手７条６丁目２－１０,札幌市西区山の手７条６丁目２－１０,,011-631-6330,木下由加里,,,札保環確認（ク）第57号,2007-01-19,
958,取次所,札幌白洋舎株式会社　西友西町サービス店,北海道札幌市西区西町南６丁目１,札幌市西区西町南６丁目１,西友西町店１階,011-664-1820,札幌白洋舎株式会社,代表取締役,黒澤浩信,札西保衛確認（ク）第1号,1993-05-18,
959,取次所,ニチロ畜産株式会社　直売店,北海道札幌市西区西町北１８丁目１番１号,札幌市西区西町北１８丁目１番１号,,011-663-2305,ニチロ畜産株式会社,代表取締役,梅木勉,札保環確認（ク）第31号,2011-01-19,
960,取次所,クリーニングピュア　西野１条店,北海道札幌市西区西野１条３丁目２－１,札幌市西区西野１条３丁目２－１,西宏ビル１Ｆ,011-633-7211,株式会社光生舎,代表取締役,髙江智和理,札保環確認（ク）第39号,2009-02-17,
961,取次所,ゼロプラス西町店,北海道札幌市西区西野１条４丁目１－５８,札幌市西区西野１条４丁目１－５８,,011-666-9858,株式会社エースランドリー,代表取締役,菊地紀雄,札保環確認（ク）第96号,2003-03-31,
962,取次所,株式会社ダスキンすずらん,北海道札幌市西区西野１条９丁目１５－６,札幌市西区西野１条９丁目１５－６,,011-661-6129,株式会社ダスキンすずらん,代表取締役,我妻千鶴,札保環確認（ク）第45号,2006-02-21,
963,取次所,ホワイト急便サッポロ　西野２条７丁目店,北海道札幌市西区西野２条７丁目３－１３,札幌市西区西野２条７丁目３－１３,,011-662-7888,杉原和子,,,札保西確認（ク）第9号,1998-09-24,
964,取次所,丸友秀美クリーニング,北海道札幌市西区西野３条３丁目,札幌市西区西野３条３丁目,コープさっぽろにしの店内,011-662-1122,株式会社丸友秀美,代表取締役,橋本哲也,札西保衛確認（ク）第8号,1991-08-17,
965,取次所,ぴょちゃんクリーニング竹内店,北海道札幌市西区西野３条９丁目１４－１,札幌市西区西野３条９丁目１４－１,,011-661-3353,竹内貞子,,,札保西確認（ク）第14号,2002-03-15,
966,取次所,ホワイト急便西野店,北海道札幌市西区西野４条３丁目１－１,札幌市西区西野４条３丁目１－１,,,株式会社アルト,代表取締役,小林信彦,札保環確認（ク）第37号,2005-11-25,
967,取次所,エンパイアー　西野中央店,北海道札幌市西区西野５条３丁目４,札幌市西区西野５条３丁目４,,011-662-8548,株式会社エンパイアー,代表取締役,山下譲,札保西確認（ク）第11号,2000-03-08,
968,取次所,スカイクリーニング有限会社,北海道札幌市西区西野５条３丁目６－１,札幌市西区西野５条３丁目６－１,,011-663-6705,スカイクリーニング有限会社,代表取締役,金子禄郎,札保西確認（ク）第11号,1998-10-09,
969,取次所,有限会社伊勢屋,北海道札幌市西区西野５条５丁目２－２０,札幌市西区西野５条５丁目２－２０,,011-661-3838,有限会社伊勢屋,,,札西保衛確認（ク）第4号,1994-06-10,
970,クリーニング工場,クリーニングピュア　西野店,北海道札幌市西区西野７条３丁目１－２２,札幌市西区西野７条３丁目１－２２,,011-667-7177,株式会社光生舎,代表取締役,髙江智和理,札西保衛確認（ク）第16号,1995-02-21,
971,取次所,クリーニングのかつもと,北海道札幌市西区西野７条７丁目８－３４,札幌市西区西野７条７丁目８－３４,,011-666-0501,勝本明,,,札西保衛確認（ク）第19号,1991-02-02,
972,取次所,株式会社丸友・秀美三和クリーニング,北海道札幌市西区西野７条８丁目,札幌市西区西野７条８丁目,市民生協広島通店,011-665-2671,株式会社丸友秀美,代表取締役,橋本國雄,札西保衛確認（ク）第9号,1992-07-17,
973,クリーニング工場,クリーニング田中屋,北海道札幌市西区西野８条３丁目２－２,札幌市西区西野８条３丁目２－２,,011-664-3691,田中政義,,,札保環確認（ク）第17号,2016-12-14,
974,取次所,エンパイアーラッキーマート西野店,北海道札幌市西区西野８条８丁目,札幌市西区西野８条８丁目,ラッキーマート西野店内,011-663-9801,株式会社エンパイアー,代表取締役,山下譲,札保環確認（ク）第3号,2017-06-16,
975,クリーニング工場,スカイ．クリーニング,北海道札幌市西区西野９条７丁目５－１３,札幌市西区西野９条７丁目５－１３,,011-664-4261,金子禄郎,,,札西保衛確認（ク）第9号,1981-06-24,
976,取次所,クリーニングアット　地下鉄通店,北海道札幌市西区二十四軒１条４丁目３－１２,札幌市西区二十四軒１条４丁目３－１２,二十四軒興発ビル１階,011-644-5366,株式会社エースランドリー,代表取締役,菊地紀雄,札保環確認（ク）第25号,2004-09-08,
977,取次所,生協２４軒店クリーニングコーナー,北海道札幌市西区二十四軒１条５丁目１－３４,札幌市西区二十四軒１条５丁目１－３４,生協２４軒店内,011-643-6956,橋本国雄,,,札西保衛確認（ク）第5号,1986-02-06,
978,クリーニング工場,光生舎フロンティア,北海道札幌市西区二十四軒２条１丁目１－１２,札幌市西区二十四軒２条１丁目１－１２,,011-624-0200,社会福祉法人北海道光生舎,理事長,髙江智和理,札保環確認（ク）第49号,2014-03-25,
979,クリーニング工場,白木屋クリーニング,北海道札幌市西区二十四軒２条１丁目１－５６,札幌市西区二十四軒２条１丁目１－５６,,011-631-5907,有限会社白木屋,代表取締役,菊池豪,札保環確認（ク）第20号,2017-01-23,
980,取次所,ホワイト急便　二十四軒３条１丁目店,北海道札幌市西区二十四軒３条１丁目７－２,札幌市西区二十四軒３条１丁目７－２,,050-5862-5229,株式会社アルト,代表取締役,小林信彦,札保環確認（ク）第18号,2016-11-25,
981,取次所,ホワイト急便二十四軒３条５丁目店,北海道札幌市西区二十四軒３条５丁目１－１,札幌市西区二十四軒３条５丁目１－１,,050-5821-0970,株式会社アルト,代表取締役,小林信彦,札保環確認（ク）第17号,2011-10-11,
982,取次所,クリーニングピュア二十四軒店,北海道札幌市西区二十四軒４条２丁目７－１,札幌市西区二十四軒４条２丁目７－１,,011-676-6001,株式会社光生舎,代表取締役,高江智和理,札保環確認（ク）第32号,2015-03-23,
983,クリーニング工場,有限会社　クリーニングのやまざき,北海道札幌市西区二十四軒４条４丁目３－１３,札幌市西区二十四軒４条４丁目３－１３,,011-644-5543,有限会社クリーニングのやまざき,代表取締役,山﨑敏之,札保西確認（ク）第10号,1998-09-25,
984,クリーニング工場,よりみちクリーニング,北海道札幌市西区二十四軒４条５丁目２－１０,札幌市西区二十四軒４条５丁目２－１０,,011-642-4223,豊岡茂雄,,,札西保衛確認（ク）第11号,1994-10-12,
985,取次所,クリーンパートナー　チャオ　八軒店,北海道札幌市西区八軒１条西１丁目１－２２,札幌市西区八軒１条西１丁目１－２２,,011-213-9750,丸賞木下洗業株式会社,代表取締役,菅原信明,札保環確認（ク）第7号,2017-09-25,
986,取次所,ザ・サッポロタワー琴似クリーニング取次所,北海道札幌市西区八軒１条西１丁目２－５,札幌市西区八軒１条西１丁目２－５,ザ・サッポロタワー琴似　２階,011-613-2877,株式会社アスク,代表取締役,泉澤豊,札保環確認（ク）第52号,2006-03-02,
987,取次所,札幌市農業協同組合琴似支店衣料品部,北海道札幌市西区八軒１条東１丁目,札幌市西区八軒１条東１丁目,,011-611-4261,札幌市農業協同組合,組合長理事,脇屋又吉,札西保衛確認（ク）第12号,1974-06-14,
988,取次所,白洗舎クリーニング八軒イタバシ店,北海道札幌市西区八軒１条東３丁目４－１６,札幌市西区八軒１条東３丁目４－１６,,011-631-8475,板橋凉子,,,札西保衛確認（ク）第8号,1996-10-22,
989,取次所,アット八軒東店,北海道札幌市西区八軒２条東１丁目２－９,札幌市西区八軒２条東１丁目２－９,,011-614-7828,株式会社エースランドリー,代表取締役,菊地紀雄,札保西確認（ク）第13号,2002-03-08,
990,取次所,ホワイト急便サッポロ照井店,北海道札幌市西区八軒３条西１丁目１－１,札幌市西区八軒３条西１丁目１－１,,011-611-6512,照井恭子,,,札西保衛確認（ク）第11号,1992-07-30,
991,取次所,柳屋クリーニングミツワショッピング店,北海道札幌市西区八軒３条西３丁目,札幌市西区八軒３条西３丁目,ミツワショッピング内,011-611-7081,柳屋クリーニング株式会社,取締役社長,酒井昭,札西保衛確認（ク）第7号,1977-04-04,
992,取次所,ぴよちゃんクリーニング六花堂店,北海道札幌市西区八軒３条西３丁目３－４,札幌市西区八軒３条西３丁目３－４,,011-642-5387,汐川富美恵,,,札西保衛確認（ク）第3号,1996-08-07,
993,取次所,ぴよちゃんクリーニングホビー店,北海道札幌市西区八軒３条東４丁目６－１,札幌市西区八軒３条東４丁目６－１,,011-616-8116,山崎力也,,,札保西確認（ク）第2号,1998-06-23,
994,取次所,株式会社ダスキンイチノ,北海道札幌市西区八軒３条東４丁目８－１２,札幌市西区八軒３条東４丁目８－１２,,011-644-7477,株式会社ダスキンイチノ,代表取締役,市野雅史,札西保衛確認（ク）第4号,1993-08-23,
995,取次所,Ｂｅ！八軒店,北海道札幌市西区八軒４条東１丁目２－１０,札幌市西区八軒４条東１丁目２－１０,,011-642-1891,有限会社サライ,代表取締役,梅津純子,札保西確認（ク）第16号,2002-03-26,
996,クリーニング工場,太陽舎クリーニング商会,北海道札幌市西区八軒４条東１丁目３－１８,札幌市西区八軒４条東１丁目３－１８,,011-641-3217,安念定雄,,,札西保衛確認（ク）第11号,1975-06-04,
997,取次所,クリーニングピュア　パルム八軒,北海道札幌市西区八軒４条東３丁目１－２７,札幌市西区八軒４条東３丁目１－２７,,011-613-0127,有限会社フレッティ丸一,代表取締役,山田ひずる,札保西確認（ク）第12号,2002-03-01,
998,取次所,マックスバリュ八軒５条店,北海道札幌市西区八軒５条西４丁目３－１,札幌市西区八軒５条西４丁目３－１,,011-643-7520,株式会社大五ドライクリーニング,代表取締役,後藤文雄,札保環確認（ク）第14号,2013-07-24,
